121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 17, 17, 16, 16, 16, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 0
120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 17, 16, 16, 16, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 1
127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 16, 16, 16, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 0
134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 16, 16, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 0
131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 16, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 0
132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 0
132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 1
126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 0
122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 1
120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 1
120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 1
121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 1
124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 1
126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 0
129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 1
130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 0
129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 0
127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 1
128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 1
127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 0
129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 1
129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 0
127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 1
126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 1
125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 1
126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 1
125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 0
125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 1
127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 1
127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 1
129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 1
132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 1
129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 1
129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 1
127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 1
111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 1
122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 1
126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 1
124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 0
125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 0
124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 1
127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 1
127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 1
129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 1
133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 0
132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 1
135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 0
138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 1
141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 1
146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 1
148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 1
158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 1
167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 1
171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 1
183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 1
195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 0
199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 1
185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 1
177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 1
186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 1
188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 1
195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 0
201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 1
198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 1
205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 0
203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 1
204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 1
212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 1
227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 0
260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 1
267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 1
294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 96.77777777777777, 1
333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 96.77777777777777, 163.77777777777777, 1
338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 96.77777777777777, 163.77777777777777, 248.14814814814815, 1
335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 96.77777777777777, 163.77777777777777, 248.14814814814815, 220.85185185185185, 1
340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 96.77777777777777, 163.77777777777777, 248.14814814814815, 220.85185185185185, 166.25925925925927, 0
358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 96.77777777777777, 163.77777777777777, 248.14814814814815, 220.85185185185185, 166.25925925925927, 143.92592592592592, 0
